1,1,250.653564453125,217.67388916015625,34.557373046875,90.73272705078125,1,-1,-1,-1
1,2,498.4141540527344,155.38267517089844,32.442962646484375,77.92420959472656,1,-1,-1,-1
1,3,642.5714111328125,239.36837768554688,40.63763427734375,84.30804443359375,1,-1,-1,-1
2,1,255.7926483154297,216.7059326171875,39.93263244628906,91.51864624023438,1,-1,-1,-1
2,2,497.4741516113281,157.31529235839844,32.744903564453125,77.12461853027344,1,-1,-1,-1
2,3,637.3133544921875,240.27561950683594,42.05291748046875,84.50459289550781,1,-1,-1,-1
3,1,258.82794189453125,217.18234252929688,42.733734130859375,90.45513916015625,1,-1,-1,-1
3,2,494.1519775390625,158.41587829589844,33.6622314453125,78.67684936523438,1,-1,-1,-1
3,3,631.0896606445312,239.8284454345703,40.115966796875,86.27458190917969,1,-1,-1,-1
4,1,273.6679992675781,213.90286254882812,36.633758544921875,89.38961791992188,1,-1,-1,-1
4,2,491.50323486328125,159.17788696289062,31.79827880859375,78.27438354492188,1,-1,-1,-1
4,3,614.3016967773438,238.2697296142578,36.980712890625,87.61576843261719,1,-1,-1,-1
5,1,280.6919250488281,211.6432647705078,35.002532958984375,89.33821105957031,1,-1,-1,-1
5,2,488.7923278808594,159.0570068359375,30.868011474609375,79.2294921875,1,-1,-1,-1
5,3,602.5964965820312,239.7342529296875,43.76177978515625,86.4527587890625,1,-1,-1,-1
6,1,284.0587158203125,210.17840576171875,36.99383544921875,91.05160522460938,1,-1,-1,-1
6,2,484.25457763671875,160.8893280029297,32.4267578125,78.04054260253906,1,-1,-1,-1
6,3,595.0501098632812,239.62271118164062,44.35980224609375,86.29623413085938,1,-1,-1,-1
7,1,288.1208801269531,210.74560546875,37.784271240234375,90.12850952148438,1,-1,-1,-1
7,2,482.8265380859375,162.10227966308594,32.46484375,79.01371765136719,1,-1,-1,-1
7,3,589.5985717773438,237.7328338623047,39.78094482421875,87.98674011230469,1,-1,-1,-1
8,1,291.94171142578125,210.74403381347656,38.016571044921875,89.03950500488281,1,-1,-1,-1
8,2,479.0673522949219,161.48214721679688,33.296234130859375,80.68360900878906,1,-1,-1,-1
8,3,581.8663330078125,235.61990356445312,32.33819580078125,87.59371948242188,1,-1,-1,-1
9,1,299.89593505859375,209.0389862060547,34.3323974609375,87.87931823730469,1,-1,-1,-1
9,2,475.1037902832031,161.07501220703125,33.74652099609375,81.86465454101562,1,-1,-1,-1
9,3,572.2295532226562,236.21478271484375,35.22613525390625,90.96234130859375,1,-1,-1,-1
10,1,305.2112121582031,206.16885375976562,33.81549072265625,89.771484375,1,-1,-1,-1
10,2,471.0782775878906,162.11602783203125,34.393341064453125,81.65873718261719,1,-1,-1,-1
10,3,560.699462890625,236.9579315185547,43.0819091796875,89.67710876464844,1,-1,-1,-1
11,1,314.82720947265625,204.3322296142578,36.75384521484375,88.43855285644531,1,-1,-1,-1
11,2,462.5969543457031,165.3234100341797,36.8125,82.38151550292969,1,-1,-1,-1
11,3,545.7699584960938,235.2677764892578,37.58203125,92.39616394042969,1,-1,-1,-1
12,1,318.2773742675781,202.89443969726562,37.579071044921875,89.36151123046875,1,-1,-1,-1
12,2,459.815673828125,165.42770385742188,35.85498046875,83.14158630371094,1,-1,-1,-1
